,Anterior Frontal Plane,Anterior Frontal Plane,Anterior Frontal Plane,Anterior Frontal Plane,Anterior Frontal Plane,Anterior Frontal Plane,Anterior Frontal Plane,Anterior Frontal Plane,Posterior Frontal Plane,Posterior Frontal Plane,Posterior Frontal Plane,Posterior Frontal Plane,Posterior Frontal Plane,Posterior Frontal Plane,Posterior Frontal Plane,Sagittal Plane Left,Sagittal Plane Left,Sagittal Plane Left,Sagittal Plane Left,Sagittal Plane Left,Sagittal Plane Right,Sagittal Plane Right,Sagittal Plane Right,Sagittal Plane Right,Sagittal Plane Right,Phase,Phase,Phase,Phase
,afLeftThigh,Left Knee,afLeftAnkle,afLeftFoot,afRightThigh,Right Knee,afRightAnkle,afRightFoot,pfWaist,pfLeftFemurHead,pfLeftKnee,pfLeftAnkle,pfRightFemurHead,pfRightKnee,pfRightAnkle,LeftArm,LeftHip,LeftKnee,LeftAnkle,LeftToe,RightArm,RightHip,RightKnee,RightAnkle,RightToe,RL - T4,RL - RunLab,LL - T4,LL - RunLab
104,4.53,2.6,8.79,8.37,1.72,0.57,13.73,17.55,1.99,0.22,4.68,10.75,3.85,0.85,10.09,4.46,,,70.98,16,33.11,133.01,94.01,75.47,5.46,Midswing,Midswing,Terminal Stance,Terminal Stance
105,4.96,4.45,4.49,8.84,0.23,0.19,15.13,12.02,1.4,0.63,5.55,5.72,4.28,0.27,5.28,2.69,,,75.6,20.81,35.15,134,101.82,77.17,13.15,Midswing,Midswing,Terminal Stance,Terminal Stance
106,5.02,4.11,5.08,8.91,0.34,0.5,18.67,9.91,0.78,1.31,6,4.2,4,1.07,5.53,1.23,,,81.28,29.94,37.38,134.53,110.19,76.32,8,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
107,4.67,4.91,1.79,6.24,0.36,0.2,21.97,8.43,0.28,1.68,7.51,4.82,3.46,1.67,5.37,0.1,,,86.77,32.2,39.29,136.69,120.8,76.33,8.03,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
108,4.92,6.15,0.63,7.54,0.08,0.71,22.34,1.78,1.49,1.64,8.68,5.11,3.29,1.68,3.73,0.66,,,89.86,31.62,40.46,139.95,132.89,76.31,6.91,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
109,4.62,5.97,2.94,7.37,0.4,0.65,23.92,354.9,2.54,1.03,8.34,2.74,3.05,1.42,0.82,1.06,,,92.53,21.09,41.54,144.01,144.02,76.06,4.59,Terminal Swing,Midswing,Toe Off,Toe Off
110,4.51,6.18,1.8,8.38,0.79,0.15,21.26,350.63,2.86,1.24,9.96,6.46,2.95,1.81,1.5,1.03,,,94.44,18.28,42.56,146.17,151.42,75.58,2.6,Terminal Swing,Midswing,Initial Swing,Initial Swing
111,4.23,5.47,2.79,14.75,1.05,0.51,21.18,347.03,2.13,0.12,8.53,5.83,3.65,1.54,1.58,0.67,170.44,133.86,94.46,10.91,43.01,148.88,156.25,75.67,2.48,Terminal Swing,Midswing,Initial Swing,Initial Swing
112,4.1,5.51,7.94,21.46,1.17,0.77,21.92,348.17,0.71,0.69,6.55,1.3,3.16,2.27,4.02,0.61,,,92.42,9.87,42.74,148.82,155.45,75.3,1.31,Terminal Swing,Terminal Swing,Initial Swing,Initial Swing
113,3.27,3.81,12.84,30.6,1.06,0.78,18.65,351.55,2.27,0.67,5.98,0.73,3.34,2.35,1.48,1.28,166.06,116.75,91.45,11.74,42.18,149.15,153.5,76.86,2.14,Initial Strike,Initial Strike,Initial Swing,Initial Swing
114,2.83,2.85,15.33,33.92,1.86,0.56,17,359.45,3.23,0.84,6.33,5.29,2.3,3.43,1.51,3.31,162.33,107.42,88.87,9.31,41.02,151.22,152.47,82.45,4.66,Loading Response,Loading Response,Midswing,Midswing
115,1.97,2.06,15.07,36.64,2.36,0.69,17.31,1.07,3.3,0.85,7.36,5.21,2.39,3.57,2.93,6.38,,,83.36,2.78,39.53,152.56,150.71,84.36,0.88,Loading Response,Loading Response,Midswing,Midswing
116,1.78,0.42,17.47,36.72,2.43,0.96,16.24,4.6,2.81,0.01,4.58,3.15,2.3,4.27,0.01,10.56,,,82.4,4.79,37.35,152.07,145.63,80.67,5.44,Loading Response,Loading Response,Midswing,Midswing
117,1.34,0.44,15.47,36.01,3.55,0.14,15.12,3.26,2.67,0.2,5.12,5.95,3.43,2.62,0.95,15.3,,,81.64,2.77,35.12,153.64,142.23,76.62,5.8,Loading Response,Loading Response,Midswing,Midswing
118,1.15,0.96,13.85,34.72,3.92,0.44,15.83,4.36,1.87,0.31,4.12,3.66,4.38,0.8,2.61,18.75,,,79.79,7.76,32.14,155.91,143.01,74.82,5.02,Loading Response,Loading Response,Midswing,Midswing
119,0.54,1.31,12.36,34.72,4.12,0.1,18.67,4.34,1.31,0.21,2.95,1.65,4.99,0.2,0.46,22.46,,,78.61,6.17,28.09,155.25,140.54,73.12,2.89,Loading Response,Loading Response,Midswing,Midswing
120,0.72,5.3,6.49,31.74,4.79,0.56,16.69,3.51,0.99,1.08,4.44,3.71,4.57,1.16,2.56,27.21,,,80.07,10.39,25.43,155.56,138.89,70.5,0.25,Loading Response,Loading Response,Midswing,Midswing
121,0.11,7.12,1.98,31.15,5.56,1.09,18.47,4.21,2.43,0.84,3.66,3.86,3.62,1.67,4.27,31.88,,,78.86,6.3,21.13,157.25,139.53,68.95,3.65,Loading Response,Loading Response,Midswing,Midswing
122,0.09,7.3,0.93,28.32,5.89,1.57,19.15,4.66,2.61,0.02,3.21,11.51,2.69,3.14,6.96,35.9,,,,,16.31,160.97,141.92,67.87,1.9,Midstance,Midstance,Midswing,Midswing
123,0.5,5.24,3.5,26.12,5.38,1.96,18.39,4.87,1.66,0.47,1.87,12.39,1.84,3.85,9.9,39.72,,,79.05,15.98,12.25,165.44,146.18,68.23,0.04,Terminal Stance,Terminal Stance,Midswing,Midswing
124,0.47,3.98,4.7,21.73,6.67,5.28,15.65,3.69,1.42,0.73,1.54,10.39,0.95,4.6,9.61,43.04,129.05,94.45,78.53,15.74,9.34,167.29,147.29,68.53,0.24,Terminal Stance,Terminal Stance,Midswing,Midswing
125,0.29,3.86,7.86,22.14,6.16,3.26,18.94,3.81,0.98,1.96,0.34,5.22,0.72,3.9,3.34,45.77,129.37,101.98,75.82,14.11,6.19,167.61,147.58,68.13,8.77,Terminal Stance,Terminal Stance,Midswing,Midswing
126,0.69,1.64,11.79,20.78,6.25,3.38,12.93,2.82,0.13,1.73,0.06,5.05,0.96,2.88,0.86,48.27,130.62,110.68,74.82,9.66,3.17,171.99,152.26,69.54,0.36,Terminal Stance,Terminal Stance,Midswing,Midswing
127,0.02,1.66,15.27,20.49,5.6,2.96,12.48,3.38,0.41,2.09,0.01,4.58,1.11,2.28,4.73,50.38,132.66,120.53,74.57,6.29,0.65,174.09,153.17,72.82,8.16,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
128,1.25,2.92,17.31,14.04,4.72,2.24,10.53,2.51,1.46,1.47,1.65,3.65,1.19,2.25,5.35,51.61,134.38,129.55,73.92,5.09,1.16,178.24,156.33,75.9,12.78,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
129,1.86,3.06,21.83,8.94,4.32,1.95,6.72,3.25,0.28,0.99,2.25,6.22,1.07,2.87,1.39,52.45,136.7,138.06,71.73,0.95,2.61,180.06,158.03,79.11,15.64,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
130,1.44,2.88,18.9,0.78,4.25,2.3,3.6,359.36,1.01,0.52,2.72,6.7,0.88,4.12,3.51,52.96,139.37,144.86,70.89,0.66,3.5,181.5,159.54,85.95,25.64,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
131,1.5,3.03,20.59,9.37,4.78,2.88,1.64,358.35,2.15,0.75,2.93,8.18,0.53,5.63,3.44,52.89,140.92,148.79,70.72,0.84,3.33,183.4,159.25,91.05,27.02,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
132,1.71,2.81,23.37,19.54,4.43,2.18,2.56,5.31,2.62,0.16,3.82,1.69,0.7,6.29,5.47,52.68,143.08,151.35,70.69,0.27,3.64,183.5,156.69,91.96,19.58,Terminal Stance,Terminal Stance,Terminal Swing,Terminal Swing
133,1.35,2.21,26.97,23.6,4.03,1.48,4.66,12.09,1.71,0.35,4.21,0.7,0.34,8.44,5.3,51.58,145.54,152.86,69.93,2.79,3.61,181.53,149.83,93.39,7.85,Toe Off,Toe Off,Initial Strike,Initial Strike
134,1.96,2.32,29.49,23.89,3.52,0.75,10.31,20.54,1.3,2.48,2.21,0.85,1.37,9.16,1.09,50.72,145.51,150.68,73.5,4.6,3.75,176.07,139.55,92.5,0.16,Initial Swing,Initial Swing,Loading Response,Loading Response
135,2.38,2.29,23.56,21.34,2.45,0.61,14.69,25.18,1.2,2.68,2.55,4.58,0.18,11.71,4.09,49.46,148.53,148.52,76.93,0.68,2.44,173.11,130.38,93.19,1.81,Initial Swing,Initial Swing,Loading Response,Loading Response
136,3.73,3.24,14.74,6.37,0.46,2.07,16.16,28.75,2.26,2.55,2.2,0.02,0.41,8.72,2.28,47.15,147.82,142.6,74.41,1.39,0.87,172.54,122.74,93.48,1.91,Initial Swing,Initial Swing,Loading Response,Loading Response
137,3.53,2.08,13.89,4.86,0.25,1.1,16.52,32.52,2.89,2.91,1.83,0.07,0.4,8.79,1,43.65,147.34,137.69,71.46,5.68,0.84,170.25,115.17,92.73,3.59,Midswing,Midswing,Loading Response,Loading Response
138,4.57,2.85,14.55,7.94,0.66,2.73,17.48,33.35,2.05,4.05,0.43,4.69,0.01,7.78,0.93,39.99,,,68.01,0.43,1.96,168.14,106.08,89.54,0.73,Midswing,Midswing,Loading Response,Loading Response
139,4.12,2.17,16.08,10.16,1.45,4.13,18.57,34.56,0.79,4.79,0.53,2.55,0.61,4.48,0.79,35.23,148.01,132.82,65.98,0.48,5.58,164.87,99.58,88.37,4.92,Midswing,Midswing,Loading Response,Loading Response
140,3.79,1.62,16.95,10.11,1.71,5.72,19.13,34.61,2.01,4.65,0.03,0.89,0.04,5.28,1.15,30.28,,,63.15,0.19,9.27,160.48,92.07,86.41,3.31,Midswing,Midswing,Loading Response,Loading Response
141,3.66,1.24,16.93,10.64,1.83,3.82,12.31,35.37,2.73,4.69,0.34,0,0.52,3.46,0.38,25.38,,,62.06,2.51,12.98,155.78,87.9,85.87,4.5,Midswing,Midswing,Midstance,Midstance
142,3.44,0.68,18.38,7.83,2.3,4.08,7.25,33.03,2.37,5.46,0.8,1.56,2.09,0.87,1.79,20.08,,,62.63,4.57,15.74,153.44,86.36,87.06,9.51,Midswing,Midswing,Terminal Stance,Terminal Stance
143,4.3,0.94,17.53,7.8,1.53,4.6,7.71,31.3,1.38,4.35,0.84,3.96,2.13,0.12,2.3,16.21,160.3,139.57,62.68,4.91,18.07,148.98,83.88,84.53,6.35,Midswing,Midswing,Terminal Stance,Terminal Stance
144,4.51,1.71,15.09,7.63,1.1,4.97,7.06,29.15,0.71,3.07,2.59,7.35,2.58,0.7,5.83,11.89,161.26,140.93,64.64,9.6,22.05,144.57,83.44,86.36,9.13,Midswing,Midswing,Terminal Stance,Terminal Stance
145,5.05,2.15,15.43,8.67,1.66,3.01,10.46,30.34,2.32,2.61,3.65,13.26,2.65,0.85,3.72,7.68,163.88,143.62,66.18,10.69,25.86,143.35,85.77,80.11,6.63,Midswing,Midswing,Terminal Stance,Terminal Stance
146,5.28,2.98,13.6,8.01,2.33,0.27,12.77,25.37,2.59,1.42,4.54,15.84,2.94,0.17,18.3,5.57,,,68.28,9.85,29.12,141.03,88.64,80.83,,Midswing,Midswing,Terminal Stance,Terminal Stance
147,5.45,3.61,14.49,11.86,2.32,0.44,15.45,25.53,2.26,1,4.7,12.15,2.99,0.26,14.88,2.98,,,70.55,15.48,32.59,138.43,92.68,79.67,7.43,Midswing,Midswing,Terminal Stance,Terminal Stance
148,5.71,3.61,12.4,10.55,2.58,0.34,16.88,22.57,1.61,1.18,4.54,11.66,2.4,1.6,7.16,0.19,,,73.26,16.39,35.24,138.02,99.06,79.36,9.37,Midswing,Midswing,Terminal Stance,Terminal Stance
149,6.54,4.92,10.02,10.52,0.91,0.44,17.72,17.82,1.62,0.76,4.74,5.55,2.71,1.2,4.38,2.6,,,78.41,22.94,37.72,138.28,107.02,79.93,7.86,Midswing,Midswing,Terminal Stance,Terminal Stance
150,6.41,5.48,7.38,9.08,0.33,0.77,21.55,12,1.06,0.54,5.18,2.52,1.95,3.63,9.38,3.4,,,84.25,27.34,40.37,139.11,115.29,79.34,8.68,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
151,5.86,5.06,5.06,9.48,0.84,0.95,23.7,10.92,0.42,0.33,6.3,8.21,2.03,4.46,7.25,4.05,,,92.51,38.99,42.58,140.8,125.45,77.91,9.07,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
152,5.56,6,2.79,8.59,1.16,1.11,24.23,5.35,1.25,0.07,7.37,1.94,2.81,2.37,2.76,4.9,,,95.27,32.15,44.94,143.27,136.43,78.51,6.08,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
153,5.15,6.06,1.22,8.4,1.18,0.47,27.72,353.29,1.99,0.12,7.59,2.47,3.13,1.51,3.99,5.66,,,96.2,14.62,46.17,145.31,145.18,76.11,2.3,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
154,4.67,5.19,0.52,12.22,0.63,1.09,25.01,349.54,1.86,0.46,7.8,4.75,3.21,2.03,5.4,6.09,,,96.95,10.37,46.65,147.98,152.08,77.2,2.7,Terminal Swing,Midswing,Toe Off,Toe Off
155,4.26,3.88,5.18,15.84,0.81,1.55,26.33,346.98,1.12,0.87,5.71,5.86,2.53,4.12,4.02,5.8,174.25,131.06,96.17,5.7,46.82,150.48,156.44,77.96,4.01,Terminal Swing,Terminal Swing,Initial Swing,Initial Swing
156,3.34,2.43,10.51,24.07,0.96,1.36,23.15,348.91,0.12,1.21,6.21,1.42,2.96,3.87,1,4.83,169.95,120.59,94.75,5.32,46.3,150.94,155.8,78.04,1.53,Initial Strike,Initial Strike,Initial Swing,Initial Swing
157,2.58,0.79,16.3,35.33,1.34,1.61,19.54,355.54,1.75,2.26,2.42,3.71,1.29,5.97,4.11,2.87,166.15,113.04,93.84,7.74,45.81,152.4,153.55,82.66,6.67,Loading Response,Loading Response,Initial Swing,Midswing
158,1.98,0.91,18.63,39.47,1.07,2.12,18.19,2,2.53,0.43,5.29,2.36,2.75,4.26,5.9,0.51,160.38,101.48,88.49,7.88,44.02,152.87,150.69,84.76,6.92,Loading Response,Loading Response,Midswing,Midswing
159,1.66,1.39,18.71,41.02,2.28,1.62,18.44,3.47,1.88,0.4,4.07,5.15,3.93,2.92,5.29,4.56,,,85.64,4.66,42.41,152.32,145.71,82.14,5.6,Loading Response,Loading Response,Midswing,Midswing
160,1.18,1.01,20.65,41.26,2.6,1.48,19.07,4.51,2.46,0.08,2.86,7.86,3.62,3.54,3.74,9.1,,,84.1,3.24,40.01,152.41,140.86,79.08,3.85,Loading Response,Loading Response,Midswing,Midswing
161,0.83,2.92,17.53,41.73,3.29,1.25,17.84,3.29,2.6,0.3,2.24,5.68,4.24,2.19,2.21,13.68,,,81.81,4.95,36.43,154.33,140.02,77.04,2.66,Loading Response,Loading Response,Midswing,Midswing
162,2.08,6.47,14.39,40.07,2.76,2.59,18.88,3.29,2.66,0.75,1.32,0.64,4.35,1.8,5.2,18.26,141.26,80.29,81.04,4.93,32.65,155.24,140.14,75.6,3.4,Loading Response,Loading Response,Midswing,Midswing
163,0.06,8.67,9.43,39.7,3.24,2.86,21.48,3.27,2.04,1.18,1.79,2.61,3.92,2.63,0.08,22.25,,,79.73,4.61,28.82,156.19,139.37,73.47,3.58,Loading Response,Loading Response,Midswing,Midswing
164,0.13,11.86,4.89,34.1,3.52,2.07,20.74,5.17,2.93,1.37,1.48,3.29,4.27,1.96,3.17,27.01,,,78.65,0.21,24.48,156.08,137.32,71.14,0.79,Loading Response,Loading Response,Midswing,Midswing
165,0.1,12.43,1.08,34.43,4.34,0.58,20.22,5.34,3.37,1.21,2.04,6.35,2.74,3.47,4.86,32.22,131.84,82.29,79.33,,20.5,158.51,139.1,70.48,0.89,Loading Response,Loading Response,Midswing,Midswing
166,0.48,9.64,2.71,29.45,4.19,0.86,22.79,5.26,3.87,0.95,0.17,8.78,2.31,3.31,9.19,36.28,129.85,85.63,79.74,17.51,15.37,161.59,140.84,70.07,1.46,Midstance,Midstance,Midswing,Midswing
167,0.38,8.95,2.67,27.98,4.86,0.18,21.67,4.24,1.89,0.43,0.21,9.4,1.39,4.42,9.29,39.7,129.7,91.42,77.92,14.44,12.35,164.6,143.37,69.99,5.31,Terminal Stance,Terminal Stance,Midswing,Midswing
168,0.63,7.53,3.06,22.83,4.74,0.16,21.4,3.56,0.96,0.96,0.8,4.54,1.72,3.46,1.85,43.37,130.13,99.38,77.39,12.73,8.95,167.4,146.74,70.82,3.77,Terminal Stance,Terminal Stance,Midswing,Midswing
169,0.57,5.03,7.08,22.62,4.73,0.23,16.64,2.46,0.07,1.71,1.51,2.85,1.41,2.85,0.83,45.95,129.85,106.36,74.95,10.98,7.12,169.74,148.65,70.78,4.36,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
170,0.14,4.61,10.66,20.82,4.65,0.36,15.59,1.37,1.3,1.26,0.83,1.37,1.53,2.04,2.97,47.9,131.87,116.35,74.73,7.67,4.97,173.77,153.5,73.49,4.92,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
171,0.06,3.36,13.23,14.43,4.12,0.1,13.79,1.57,0.47,0.56,0.91,2.62,1.86,1.47,1.82,49.43,133.59,127,75.64,5.63,1.76,176.86,155.21,75.93,10.42,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
172,0.36,3.37,14.51,11.46,3.91,0.57,10.7,1.4,0.02,0.58,1.05,5.86,1.69,1.37,6.8,50.36,135.06,135.93,73.32,4.95,1.75,179.75,158.4,79.43,12.55,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
173,0.57,3.45,15.02,0.12,3.86,0.89,6.94,0.38,0.76,0.32,1.87,7.54,1.49,2.28,4.87,50.81,138.39,145.09,74.05,5.61,0.07,182.58,161.76,84.67,16.84,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
174,0.51,3.13,17.14,5.96,4.15,1.8,4.21,358.56,1.6,0.72,1.97,8.26,1.14,3.61,6.45,50.39,140.5,150.99,71.5,2.07,0.78,182.71,162.44,90.72,20.12,Terminal Stance,Terminal Stance,Terminal Swing,Midswing
175,1.05,2.93,23.09,16.34,3.72,1.94,2.77,359.94,3.33,1.2,1.9,6.08,0.76,4.94,5.64,50.13,142.11,153.82,71.11,2.08,0.22,183.78,161.03,95.38,22.25,Terminal Stance,Terminal Stance,Terminal Swing,Terminal Stance
176,1.23,3.51,20.79,20.55,3.24,1.22,3.72,6.65,5.03,1.47,1.96,0.56,0.6,6.62,8.61,49.26,142.75,154.23,73.14,3.05,0.15,184.04,157.81,94.45,10.78,Toe Off,Toe Off,Initial Strike,Initial Strike
177,1.37,3.28,21.29,22.59,2.86,0.13,7.43,12.92,3.41,1.45,2.25,3.31,0.35,8.75,5.99,47.81,145.28,153.87,72.45,4.4,0.25,180.83,149.5,93.58,8.78,Initial Swing,Initial Swing,Loading Response,Loading Response
178,1.68,2.46,28.99,25,2.59,0.76,11.73,18.87,1.28,2.27,1.29,2.17,0.69,9.74,6,46.39,145.46,152.39,75.07,4.58,0.25,179.11,142.02,92.71,2.31,Initial Swing,Initial Swing,Loading Response,Loading Response
179,3.43,3.58,24.54,23.21,2.07,1.51,14.12,24.65,0.95,2.04,2.32,0.04,0.4,8.91,7.01,44.2,,,77.32,0.64,0.25,175.76,131.55,92.33,1.64,Initial Swing,Initial Swing,Loading Response,Loading Response
180,3.69,3.43,15.98,3.43,1.28,1.9,15.51,28.49,3.46,2.28,2.4,0.64,0.2,9.17,1.29,41.73,148.62,144.99,74.58,1.15,1.51,173.29,122.38,92.29,1.99,Initial Swing,Initial Swing,Loading Response,Loading Response
181,4.02,3.07,18.4,3.52,0.35,3.67,18.4,30.49,4.03,4.11,0.18,1.68,0.08,8.5,1.16,37.22,146.6,138.72,71.65,3.69,2.64,171.76,115.57,91.79,3.76,Midswing,Midswing,Loading Response,Loading Response
182,4.43,3.5,13.01,6.3,0.25,4.66,20.37,34.23,2.92,4.72,0.63,2.34,0.27,6.55,0.04,33.53,,,68.05,4.54,4.91,168.87,106.8,89.94,1.75,Midswing,Midswing,Loading Response,Loading Response
183,4.42,3.06,14.7,8.53,0.81,5.78,20.09,33.87,2.78,4.65,0.12,2.26,1.16,3.55,1.97,28.8,,,66.25,1.88,8.11,165.95,100.6,89.08,3.46,Midswing,Midswing,Loading Response,Loading Response
184,4.37,2.48,16.96,10.23,0.7,3.53,18.05,33,2.7,4.94,0.4,0.43,1.83,1.78,0.86,23.01,,,63.15,2.58,10.99,161.05,93.89,89.24,6.82,Midswing,Midswing,Loading Response,Loading Response
185,4.2,1.44,18.65,10.14,1.67,2.97,13.45,32.36,2.64,4.53,0.99,0.18,2.06,0.72,1.85,18.3,151.86,136.4,63.39,0.78,14.24,156.6,89.83,86.78,4.2,Midswing,Midswing,Midstance,Midstance
186,4.6,1.27,20.72,8.37,0.77,7.02,6.07,30.65,2.06,5.06,0.18,0.77,3.22,1.24,3.06,13.29,157.61,140.67,64.4,0.71,16.29,152.44,86.83,87.2,10.55,Midswing,Midswing,Terminal Stance,Terminal Stance
187,5.19,2.38,19.03,9.1,0.67,6.9,5.26,29.38,1.89,4.08,1.38,2.7,3.48,1.73,5.02,8.61,160.27,142.37,63.37,2.69,20.25,149.94,87.04,86.3,8.19,Midswing,Midswing,Terminal Stance,Terminal Stance
188,5.41,2.31,18.64,9.56,0.05,5.98,7.43,29.43,0.62,3.15,3.09,7.31,4.3,2.64,2.46,4.96,,,63.38,1.81,24.1,145.03,86.24,86.01,6.29,Midswing,Midswing,Terminal Stance,Terminal Stance
189,5.88,2.36,19.93,10.44,0.37,4.62,9.06,27.29,1.67,2.42,4.36,13.24,4.3,2.23,7.41,0.11,,,67.5,7.49,27.35,143.7,88.79,81.29,3.2,Midswing,Midswing,Terminal Stance,Terminal Stance
190,6.18,4.42,14.92,9.92,1.2,4.85,11.69,27.09,3.19,2.27,4.25,14.6,3.44,0.58,13.03,2.43,,,68.17,6.45,31.65,140.43,92.51,81.83,7.26,Midswing,Midswing,Terminal Stance,Terminal Stance
191,6.84,4.69,16.64,10.89,2.01,4.59,14.42,25.91,3.14,2.09,5.19,20.26,3.31,0.18,8.18,4.97,,,72.54,11.52,34.42,137.82,96.73,77.68,4.08,Midswing,Midswing,Terminal Stance,Terminal Stance
192,7.05,4.98,15.55,11.87,3.46,5.14,16.76,20.94,3.81,2.31,4.53,11.96,3.18,0.69,9.37,8.67,,,72.82,10.55,37.39,137.05,103.9,80.17,8.14,Midswing,Midswing,Terminal Stance,Terminal Stance
193,7.11,5.64,13.94,10.72,4.3,5.88,17.73,15.35,3.16,1.79,5.41,6.28,3.29,1.19,12.71,9.1,,,78.27,16.58,40.6,137.1,111.29,81.09,8.44,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
194,7,5.44,12.69,9.78,4.62,5.06,20.51,12.47,1.88,1.53,6.61,8.22,3.02,1.71,8.65,10.37,,,83.2,22.83,42.86,137.55,120.45,78.7,5.4,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
195,6.45,5.96,8.81,10.71,4.21,4.77,20.46,7.89,1.17,1.63,7.35,4.92,3.08,1.89,5.5,11.98,,,86.47,21.49,44.73,140.06,130.35,78.46,5.82,Terminal Swing,Midswing,Terminal Stance,Terminal Stance
196,6.01,5.71,7.31,10.62,4.07,4.25,18.36,1.13,0.34,1.44,7.41,4.46,3.24,0.26,1.42,13.63,,,90.46,16.92,46.29,141.39,139.49,76.77,6.31,Terminal Swing,Midswing,Toe Off,Toe Off
197,6.13,5.95,7.11,13.84,4.17,3.61,18.17,354.23,0.51,0.9,9.39,5.34,3.3,0.16,4.69,12.41,,,92.42,7.22,46.65,142.86,145.48,75.08,1.47,Terminal Swing,Midswing,Initial Swing,Initial Swing
198,5.48,5.36,8.16,20.61,3.52,2.83,17.39,350.89,1.3,0.78,9.27,2.65,4.04,0.06,6.9,10.28,,,92.07,5.93,46.68,145.37,149.75,74.49,1.52,Terminal Swing,Midswing,Initial Swing,Initial Swing
199,4.69,4.21,14.21,27.28,3.85,2.93,16.22,353.14,0.61,0.35,10.85,3.59,4.45,0.42,4.98,10.69,166.97,121.65,91.28,2.29,46.24,146.95,151.62,75.59,3.88,Terminal Swing,Terminal Swing,Initial Swing,Initial Swing
200,4.01,2.92,21.15,40.69,3.87,3.08,13.17,356.73,0.63,0.7,12.35,0.46,3.82,1.39,6.43,9.52,164.36,112.45,89.94,4.88,45.34,147.87,150.33,75.26,2.17,Terminal Swing,Terminal Swing,Midswing,Midswing
201,3.01,1.06,25.97,43.49,4.18,2.94,13.35,358.62,1.88,1.95,12.9,1.78,3.51,1.52,5.31,6.44,159.01,100,85.51,4.07,43.9,150.06,149.31,79.13,6.26,Initial Strike,Initial Strike,Midswing,Midswing
202,2.54,0,26.95,42.52,4.71,2.6,13.88,1.03,3.2,2.91,13.21,1.34,3.92,0.94,4.97,1.57,,,82.04,2.45,42.53,150.04,146.34,79.43,2.65,Loading Response,Loading Response,Midswing,Midswing
203,1.84,2.76,27.57,42.11,4.3,1.82,14.61,2.09,2.36,2.15,10.18,2.18,3.66,1.29,1.83,2.19,,,80.67,6.21,39.58,150.1,141.13,76.6,0.97,Loading Response,Loading Response,Midswing,Midswing
204,0.78,5.97,27.27,40.96,3.79,1.59,11.85,1.79,3.39,1.02,7.21,0.7,4.77,0.45,7.14,6.86,,,79.36,1.25,36.41,149.93,138.2,73.67,4.04,Loading Response,Loading Response,Midswing,Midswing
205,0.52,6.15,24.45,40.03,3.74,1.8,13.2,4.3,3.5,0.51,6.34,2.99,4.96,1.5,0.22,11.67,,,77.28,3.21,33.15,153.21,138.87,73.1,0.97,Loading Response,Loading Response,Midswing,Midswing
206,0.03,3.04,19.73,38.79,3.49,1.1,15.62,4.89,2.43,1.58,6.64,7.24,5.3,1.69,1.27,16.53,,,76.22,0.68,28.56,154.4,137.81,70.62,1.42,Loading Response,Loading Response,Midswing,Midswing
207,0.13,1.93,11.54,34.94,4.27,2.09,15.28,3.38,1.94,2.32,6.75,6.24,4.91,1.02,1.4,21.09,,,77.49,7.6,25.32,154.63,136.15,68.76,2.58,Loading Response,Loading Response,Midswing,Midswing
208,0.3,6.91,3.3,31.93,2.48,0.4,17.42,4.44,1.33,0.66,4.37,6.07,3.16,0.81,8.53,26.36,,,74.61,,21.8,155.24,136,67.49,0.98,Loading Response,Loading Response,Midswing,Midswing
209,1.15,5.06,2.8,29.85,2.69,0.05,18.24,5.12,1.69,0.14,3.3,6.97,2.79,0.82,7.02,31.21,,,,,17.75,157.44,136.99,66.22,2.28,Midstance,Midstance,Midswing,Midswing
210,1.26,4.13,3.14,28.11,5.48,4.19,16.23,4.19,1.42,0.06,2.84,10.02,1.79,1.28,4.68,35.63,129.85,86.41,78.72,13.26,16.83,160.56,140.41,66.29,1.67,Terminal Stance,Terminal Stance,Midswing,Midswing
211,1.28,1.45,5.29,24.23,5.48,4.07,18.19,4.04,1.64,0.59,1.56,6.1,1.37,1.56,4.58,39.93,,,75.67,9.85,13.99,164.9,144.08,65.42,0.42,Terminal Stance,Terminal Stance,Midswing,Midswing
212,0.5,2.03,7.1,22.05,8.43,7.44,14.32,4.28,1.55,0.47,1.64,6.82,0.91,1.72,4.26,43.42,126.77,99.07,73.25,5.24,12.24,168.32,147.02,67.25,10.67,Terminal Stance,Terminal Stance,Midswing,Midswing
